"prvCode","cityCode","deptCode","liCode","areaCode","TOWNCODE","VILLCODE","COUNTYCODE","COUNTYNAME","TOWNNAME","VILLNAME","areaName"
"10","015","030",NA,"04","10015030","","10015","花蓮縣","玉里鎮",NA,"花蓮縣第04選區"
"10","015","090",NA,"04","10015090","","10015","花蓮縣","瑞穗鄉",NA,"花蓮縣第04選區"
"10","015","100",NA,"04","10015100","","10015","花蓮縣","富里鄉",NA,"花蓮縣第04選區"
"10","015","130",NA,"04","10015130","","10015","花蓮縣","卓溪鄉",NA,"花蓮縣第04選區"
"10","016",NA,NA,"01","","","10016","澎湖縣",NA,NA,"澎湖縣第01選區"
"10","016","010",NA,"01","10016010","","10016","澎湖縣","馬公市",NA,"澎湖縣第01選區"
"10","016",NA,NA,"02","","","10016","澎湖縣",NA,NA,"澎湖縣第02選區"
"10","016","020",NA,"02","10016020","","10016","澎湖縣","湖西鄉",NA,"澎湖縣第02選區"
"10","016",NA,NA,"03","","","10016","澎湖縣",NA,NA,"澎湖縣第03選區"
"10","016","030",NA,"03","10016030","","10016","澎湖縣","白沙鄉",NA,"澎湖縣第03選區"
"10","016",NA,NA,"04","","","10016","澎湖縣",NA,NA,"澎湖縣第04選區"
"10","016","040",NA,"04","10016040","","10016","澎湖縣","西嶼鄉",NA,"澎湖縣第04選區"
"10","016",NA,NA,"05","","","10016","澎湖縣",NA,NA,"澎湖縣第05選區"
"10","016","050",NA,"05","10016050","","10016","澎湖縣","望安鄉",NA,"澎湖縣第05選區"
"10","016",NA,NA,"06","","","10016","澎湖縣",NA,NA,"澎湖縣第06選區"
"10","016","060",NA,"06","10016060","","10016","澎湖縣","七美鄉",NA,"澎湖縣第06選區"
"10","017",NA,NA,"01","","","10017","基隆市",NA,NA,"基隆市第01選區"
"10","017","010",NA,"01","10017010","","10017","基隆市","中正區",NA,"基隆市第01選區"
"10","017",NA,NA,"02","","","10017","基隆市",NA,NA,"基隆市第02選區"
"10","017","070",NA,"02","10017070","","10017","基隆市","信義區",NA,"基隆市第02選區"
"10","017",NA,NA,"03","","","10017","基隆市",NA,NA,"基隆市第03選區"
"10","017","040",NA,"03","10017040","","10017","基隆市","仁愛區",NA,"基隆市第03選區"
"10","017",NA,NA,"04","","","10017","基隆市",NA,NA,"基隆市第04選區"
"10","017","050",NA,"04","10017050","","10017","基隆市","中山區",NA,"基隆市第04選區"
"10","017",NA,NA,"05","","","10017","基隆市",NA,NA,"基隆市第05選區"
"10","017","060",NA,"05","10017060","","10017","基隆市","安樂區",NA,"基隆市第05選區"
"10","017",NA,NA,"06","","","10017","基隆市",NA,NA,"基隆市第06選區"
"10","017","030",NA,"06","10017030","","10017","基隆市","暖暖區",NA,"基隆市第06選區"
"10","017",NA,NA,"07","","","10017","基隆市",NA,NA,"基隆市第07選區"
"10","017","020",NA,"07","10017020","","10017","基隆市","七堵區",NA,"基隆市第07選區"
"10","018",NA,NA,"01","","","10018","新竹市",NA,NA,"新竹市第01選區"
"10","018","010",NA,"01","10018010","","10018","新竹市","東區",NA,"新竹市第01選區"
"10","018",NA,NA,"02","","","10018","新竹市",NA,NA,"新竹市第02選區"
"10","018","010",NA,"02","10018010","","10018","新竹市","東區",NA,"新竹市第02選區"
"10","018",NA,NA,"03","","","10018","新竹市",NA,NA,"新竹市第03選區"
"10","018","020",NA,"03","10018020","","10018","新竹市","北區",NA,"新竹市第03選區"
"10","018",NA,NA,"04","","","10018","新竹市",NA,NA,"新竹市第04選區"
"10","018","020",NA,"04","10018020","","10018","新竹市","北區",NA,"新竹市第04選區"
"10","018",NA,NA,"05","","","10018","新竹市",NA,NA,"新竹市第05選區"
"10","018","030",NA,"05","10018030","","10018","新竹市","香山區",NA,"新竹市第05選區"
"10","020",NA,NA,"01","","","10020","嘉義市",NA,NA,"嘉義市第01選區"
"10","020","010",NA,"01","10020010","","10020","嘉義市","東區",NA,"嘉義市第01選區"
"10","020",NA,NA,"02","","","10020","嘉義市",NA,NA,"嘉義市第02選區"
"10","020","020",NA,"02","10020020","","10020","嘉義市","西區",NA,"嘉義市第02選區"
"63","000",NA,NA,"01","","","63000","台北市",NA,NA,"台北市第01選區"
"63","000","110",NA,"01","63000110","","63000","台北市","士林區",NA,"台北市第01選區"
"63","000","120",NA,"01","63000120","","63000","台北市","北投區",NA,"台北市第01選區"
"63","000",NA,NA,"02","","","63000","台北市",NA,NA,"台北市第02選區"
"63","000","090",NA,"02","63000090","","63000","台北市","南港區",NA,"台北市第02選區"
"63","000","100",NA,"02","63000100","","63000","台北市","內湖區",NA,"台北市第02選區"
"63","000",NA,NA,"03","","","63000","台北市",NA,NA,"台北市第03選區"
"63","000","010",NA,"03","63000010","","63000","台北市","松山區",NA,"台北市第03選區"
"63","000","020",NA,"03","63000020","","63000","台北市","信義區",NA,"台北市第03選區"
"63","000",NA,NA,"04","","","63000","台北市",NA,NA,"台北市第04選區"
"63","000","040",NA,"04","63000040","","63000","台北市","中山區",NA,"台北市第04選區"
"63","000","060",NA,"04","63000060","","63000","台北市","大同區",NA,"台北市第04選區"
"63","000",NA,NA,"05","","","63000","台北市",NA,NA,"台北市第05選區"
"63","000","050",NA,"05","63000050","","63000","台北市","中正區",NA,"台北市第05選區"
"63","000","070",NA,"05","63000070","","63000","台北市","萬華區",NA,"台北市第05選區"
"63","000",NA,NA,"06","","","63000","台北市",NA,NA,"台北市第06選區"
"63","000","030",NA,"06","63000030","","63000","台北市","大安區",NA,"台北市第06選區"
"63","000","080",NA,"06","63000080","","63000","台北市","文山區",NA,"台北市第06選區"
"64","000",NA,NA,"01","","","64000","高雄市",NA,NA,"高雄市第01選區"
"64","000","300",NA,"01","64000300","","64000","高雄市","旗山區",NA,"高雄市第01選區"
"64","000","310",NA,"01","64000310","","64000","高雄市","美濃區",NA,"高雄市第01選區"
"64","000","320",NA,"01","64000320","","64000","高雄市","六龜區",NA,"高雄市第01選區"
"64","000","330",NA,"01","64000330","","64000","高雄市","甲仙區",NA,"高雄市第01選區"
"64","000","340",NA,"01","64000340","","64000","高雄市","杉林區",NA,"高雄市第01選區"
"64","000","350",NA,"01","64000350","","64000","高雄市","內門區",NA,"高雄市第01選區"
"64","000","360",NA,"01","64000360","","64000","高雄市","茂林區",NA,"高雄市第01選區"
"64","000","370",NA,"01","64000370","","64000","高雄市","桃源區",NA,"高雄市第01選區"
"64","000","380",NA,"01","64000380","","64000","高雄市","那瑪夏區",NA,"高雄市第01選區"
"64","000",NA,NA,"02","","","64000","高雄市",NA,NA,"高雄市第02選區"
"64","000","220",NA,"02","64000220","","64000","高雄市","田寮區",NA,"高雄市第02選區"
"64","000","230",NA,"02","64000230","","64000","高雄市","阿蓮區",NA,"高雄市第02選區"
"64","000","240",NA,"02","64000240","","64000","高雄市","路竹區",NA,"高雄市第02選區"
"64","000","250",NA,"02","64000250","","64000","高雄市","湖內區",NA,"高雄市第02選區"
"64","000","260",NA,"02","64000260","","64000","高雄市","茄萣區",NA,"高雄市第02選區"
"64","000",NA,NA,"03","","","64000","高雄市",NA,NA,"高雄市第03選區"
"64","000","190",NA,"03","64000190","","64000","高雄市","岡山區",NA,"高雄市第03選區"
"64","000","200",NA,"03","64000200","","64000","高雄市","橋頭區",NA,"高雄市第03選區"
"64","000","210",NA,"03","64000210","","64000","高雄市","燕巢區",NA,"高雄市第03選區"
"64","000","270",NA,"03","64000270","","64000","高雄市","永安區",NA,"高雄市第03選區"
"64","000","280",NA,"03","64000280","","64000","高雄市","彌陀區",NA,"高雄市第03選區"
"64","000","290",NA,"03","64000290","","64000","高雄市","梓官區",NA,"高雄市第03選區"
"64","000",NA,NA,"04","","","64000","高雄市",NA,NA,"高雄市第04選區"
"64","000","030",NA,"04","64000030","","64000","高雄市","左營區",NA,"高雄市第04選區"
"64","000","040",NA,"04","64000040","","64000","高雄市","楠梓區",NA,"高雄市第04選區"
"64","000",NA,NA,"05","","","64000","高雄市",NA,NA,"高雄市第05選區"
"64","000","150",NA,"05","64000150","","64000","高雄市","大樹區",NA,"高雄市第05選區"
"64","000","160",NA,"05","64000160","","64000","高雄市","大社區",NA,"高雄市第05選區"
"64","000","170",NA,"05","64000170","","64000","高雄市","仁武區",NA,"高雄市第05選區"
"64","000","180",NA,"05","64000180","","64000","高雄市","鳥松區",NA,"高雄市第05選區"
"64","000",NA,NA,"06","","","64000","高雄市",NA,NA,"高雄市第06選區"
"64","000","010",NA,"06","64000010","","64000","高雄市","鹽埕區",NA,"高雄市第06選區"
"64","000","020",NA,"06","64000020","","64000","高雄市","鼓山區",NA,"高雄市第06選區"
"64","000","100",NA,"06","64000100","","64000","高雄市","旗津區",NA,"高雄市第06選區"
"64","000",NA,NA,"07","","","64000","高雄市",NA,NA,"高雄市第07選區"
"64","000","050",NA,"07","64000050","","64000","高雄市","三民區",NA,"高雄市第07選區"
"64","000",NA,NA,"08","","","64000","高雄市",NA,NA,"高雄市第08選區"
"64","000","060",NA,"08","64000060","","64000","高雄市","新興區",NA,"高雄市第08選區"
"64","000","070",NA,"08","64000070","","64000","高雄市","前金區",NA,"高雄市第08選區"
"64","000","080",NA,"08","64000080","","64000","高雄市","苓雅區",NA,"高雄市第08選區"
"64","000",NA,NA,"09","","","64000","高雄市",NA,NA,"高雄市第09選區"
"64","000","120",NA,"09","64000120","","64000","高雄市","鳳山區",NA,"高雄市第09選區"
"64","000",NA,NA,"10","","","64000","高雄市",NA,NA,"高雄市第10選區"
"64","000","090",NA,"10","64000090","","64000","高雄市","前鎮區",NA,"高雄市第10選區"
"64","000","110",NA,"10","64000110","","64000","高雄市","小港區",NA,"高雄市第10選區"
"64","000",NA,NA,"11","","","64000","高雄市",NA,NA,"高雄市第11選區"
"64","000","130",NA,"11","64000130","","64000","高雄市","林園區",NA,"高雄市第11選區"
"64","000","140",NA,"11","64000140","","64000","高雄市","大寮區",NA,"高雄市第11選區"
"65","000",NA,NA,"01","","","65000","新北市",NA,NA,"新北市第01選區"
"65","000","100",NA,"01","65000100","","65000","新北市","淡水區",NA,"新北市第01選區"
"65","000","210",NA,"01","65000210","","65000","新北市","三芝區",NA,"新北市第01選區"
"65","000","220",NA,"01","65000220","","65000","新北市","石門區",NA,"新北市第01選區"
"65","000","230",NA,"01","65000230","","65000","新北市","八里區",NA,"新北市第01選區"
"65","000",NA,NA,"02","","","65000","新北市",NA,NA,"新北市第02選區"
"65","000","150",NA,"02","65000150","","65000","新北市","五股區",NA,"新北市第02選區"
"65","000","160",NA,"02","65000160","","65000","新北市","泰山區",NA,"新北市第02選區"
"65","000","170",NA,"02","65000170","","65000","新北市","林口區",NA,"新北市第02選區"
"65","000",NA,NA,"03","","","65000","新北市",NA,NA,"新北市第03選區"
"65","000","050",NA,"03","65000050","","65000","新北市","新莊區",NA,"新北市第03選區"
"65","000",NA,NA,"04","","","65000","新北市",NA,NA,"新北市第04選區"
"65","000","020",NA,"04","65000020","","65000","新北市","三重區",NA,"新北市第04選區"
"65","000","140",NA,"04","65000140","","65000","新北市","蘆洲區",NA,"新北市第04選區"
"65","000",NA,NA,"05","","","65000","新北市",NA,NA,"新北市第05選區"
"65","000","010",NA,"05","65000010","","65000","新北市","板橋區",NA,"新北市第05選區"
"65","000",NA,NA,"06","","","65000","新北市",NA,NA,"新北市第06選區"
"65","000","030",NA,"06","65000030","","65000","新北市","中和區",NA,"新北市第06選區"
"65","000",NA,NA,"07","","","65000","新北市",NA,NA,"新北市第07選區"
"65","000","040",NA,"07","65000040","","65000","新北市","永和區",NA,"新北市第07選區"
"65","000",NA,NA,"08","","","65000","新北市",NA,NA,"新北市第08選區"
"65","000","070",NA,"08","65000070","","65000","新北市","樹林區",NA,"新北市第08選區"
"65","000","080",NA,"08","65000080","","65000","新北市","鶯歌區",NA,"新北市第08選區"
"65","000","090",NA,"08","65000090","","65000","新北市","三峽區",NA,"新北市第08選區"
"65","000","130",NA,"08","65000130","","65000","新北市","土城區",NA,"新北市第08選區"
"65","000",NA,NA,"09","","","65000","新北市",NA,NA,"新北市第09選區"
"65","000","060",NA,"09","65000060","","65000","新北市","新店區",NA,"新北市第09選區"
"65","000","180",NA,"09","65000180","","65000","新北市","深坑區",NA,"新北市第09選區"
"65","000","190",NA,"09","65000190","","65000","新北市","石碇區",NA,"新北市第09選區"
"65","000","200",NA,"09","65000200","","65000","新北市","坪林區",NA,"新北市第09選區"
"65","000","290",NA,"09","65000290","","65000","新北市","烏來區",NA,"新北市第09選區"
"65","000",NA,NA,"10","","","65000","新北市",NA,NA,"新北市第10選區"
"65","000","120",NA,"10","65000120","","65000","新北市","瑞芳區",NA,"新北市第10選區"
"65","000","240",NA,"10","65000240","","65000","新北市","平溪區",NA,"新北市第10選區"
"65","000","250",NA,"10","65000250","","65000","新北市","雙溪區",NA,"新北市第10選區"
"65","000","260",NA,"10","65000260","","65000","新北市","貢寮區",NA,"新北市第10選區"
"65","000",NA,NA,"11","","","65000","新北市",NA,NA,"新北市第11選區"
"65","000","110",NA,"11","65000110","","65000","新北市","汐止區",NA,"新北市第11選區"
"65","000","270",NA,"11","65000270","","65000","新北市","金山區",NA,"新北市第11選區"
"65","000","280",NA,"11","65000280","","65000","新北市","萬里區",NA,"新北市第11選區"
"66","000",NA,NA,"01","","","66000","台中市",NA,NA,"台中市第01選區"
"66","000","110",NA,"01","66000110","","66000","台中市","大甲區",NA,"台中市第01選區"
"66","000","210",NA,"01","66000210","","66000","台中市","外埔區",NA,"台中市第01選區"
"66","000","220",NA,"01","66000220","","66000","台中市","大安區",NA,"台中市第01選區"
"66","000",NA,NA,"02","","","66000","台中市",NA,NA,"台中市第02選區"
"66","000","120",NA,"02","66000120","","66000","台中市","清水區",NA,"台中市第02選區"
"66","000","130",NA,"02","66000130","","66000","台中市","沙鹿區",NA,"台中市第02選區"
"66","000","140",NA,"02","66000140","","66000","台中市","梧棲區",NA,"台中市第02選區"
"66","000",NA,NA,"03","","","66000","台中市",NA,NA,"台中市第03選區"
"66","000","230",NA,"03","66000230","","66000","台中市","烏日區",NA,"台中市第03選區"
"66","000","240",NA,"03","66000240","","66000","台中市","大肚區",NA,"台中市第03選區"
"66","000","250",NA,"03","66000250","","66000","台中市","龍井區",NA,"台中市第03選區"
"66","000",NA,NA,"04","","","66000","台中市",NA,NA,"台中市第04選區"
"66","000","090",NA,"04","66000090","","66000","台中市","豐原區",NA,"台中市第04選區"
"66","000","150",NA,"04","66000150","","66000","台中市","后里區",NA,"台中市第04選區"
"66","000",NA,NA,"05","","","66000","台中市",NA,NA,"台中市第05選區"
"66","000","160",NA,"05","66000160","","66000","台中市","神岡區",NA,"台中市第05選區"
"66","000","170",NA,"05","66000170","","66000","台中市","潭子區",NA,"台中市第05選區"
"66","000","180",NA,"05","66000180","","66000","台中市","大雅區",NA,"台中市第05選區"
"66","000",NA,NA,"06","","","66000","台中市",NA,NA,"台中市第06選區"
"66","000","060",NA,"06","66000060","","66000","台中市","西屯區",NA,"台中市第06選區"
"66","000",NA,NA,"07","","","66000","台中市",NA,NA,"台中市第07選區"
"66","000","070",NA,"07","66000070","","66000","台中市","南屯區",NA,"台中市第07選區"
"66","000",NA,NA,"08","","","66000","台中市",NA,NA,"台中市第08選區"
"66","000","080",NA,"08","66000080","","66000","台中市","北屯區",NA,"台中市第08選區"
"66","000",NA,NA,"09","","","66000","台中市",NA,NA,"台中市第09選區"
"66","000","050",NA,"09","66000050","","66000","台中市","北區",NA,"台中市第09選區"
"66","000",NA,NA,"10","","","66000","台中市",NA,NA,"台中市第10選區"
"66","000","010",NA,"10","66000010","","66000","台中市","中區",NA,"台中市第10選區"
"66","000","040",NA,"10","66000040","","66000","台中市","西區",NA,"台中市第10選區"
"66","000",NA,NA,"11","","","66000","台中市",NA,NA,"台中市第11選區"
"66","000","020",NA,"11","66000020","","66000","台中市","東區",NA,"台中市第11選區"
"66","000","030",NA,"11","66000030","","66000","台中市","南區",NA,"台中市第11選區"
"66","000",NA,NA,"12","","","66000","台中市",NA,NA,"台中市第12選區"
"66","000","270",NA,"12","66000270","","66000","台中市","太平區",NA,"台中市第12選區"
"66","000",NA,NA,"13","","","66000","台中市",NA,NA,"台中市第13選區"
"66","000","260",NA,"13","66000260","","66000","台中市","霧峰區",NA,"台中市第13選區"
"66","000","280",NA,"13","66000280","","66000","台中市","大里區",NA,"台中市第13選區"
"66","000",NA,NA,"14","","","66000","台中市",NA,NA,"台中市第14選區"
"66","000","100",NA,"14","66000100","","66000","台中市","東勢區",NA,"台中市第14選區"
"66","000","190",NA,"14","66000190","","66000","台中市","新社區",NA,"台中市第14選區"
"66","000","200",NA,"14","66000200","","66000","台中市","石岡區",NA,"台中市第14選區"
"66","000","290",NA,"14","66000290","","66000","台中市","和平區",NA,"台中市第14選區"
"67","000",NA,NA,"01","","","67000","台南市",NA,NA,"台南市第01選區"
"67","000","010",NA,"01","67000010","","67000","台南市","新營區",NA,"台南市第01選區"
"67","000","020",NA,"01","67000020","","67000","台南市","鹽水區",NA,"台南市第01選區"
"67","000","030",NA,"01","67000030","","67000","台南市","白河區",NA,"台南市第01選區"
"67","000","040",NA,"01","67000040","","67000","台南市","柳營區",NA,"台南市第01選區"
"67","000","050",NA,"01","67000050","","67000","台南市","後壁區",NA,"台南市第01選區"
"67","000","060",NA,"01","67000060","","67000","台南市","東山區",NA,"台南市第01選區"
"67","000",NA,NA,"02","","","67000","台南市",NA,NA,"台南市第02選區"
"67","000","120",NA,"02","67000120","","67000","台南市","佳里區",NA,"台南市第02選區"
"67","000","130",NA,"02","67000130","","67000","台南市","學甲區",NA,"台南市第02選區"
"67","000","140",NA,"02","67000140","","67000","台南市","西港區",NA,"台南市第02選區"
"67","000","150",NA,"02","67000150","","67000","台南市","七股區",NA,"台南市第02選區"
"67","000","160",NA,"02","67000160","","67000","台南市","將軍區",NA,"台南市第02選區"
"67","000","170",NA,"02","67000170","","67000","台南市","北門區",NA,"台南市第02選區"
"67","000",NA,NA,"03","","","67000","台南市",NA,NA,"台南市第03選區"
"67","000","070",NA,"03","67000070","","67000","台南市","麻豆區",NA,"台南市第03選區"
"67","000","080",NA,"03","67000080","","67000","台南市","下營區",NA,"台南市第03選區"
"67","000","090",NA,"03","67000090","","67000","台南市","六甲區",NA,"台南市第03選區"
"67","000","100",NA,"03","67000100","","67000","台南市","官田區",NA,"台南市第03選區"
"67","000","110",NA,"03","67000110","","67000","台南市","大內區",NA,"台南市第03選區"
"67","000",NA,NA,"04","","","67000","台南市",NA,NA,"台南市第04選區"
"67","000","230",NA,"04","67000230","","67000","台南市","玉井區",NA,"台南市第04選區"
"67","000","240",NA,"04","67000240","","67000","台南市","楠西區",NA,"台南市第04選區"
"67","000","250",NA,"04","67000250","","67000","台南市","南化區",NA,"台南市第04選區"
"67","000","260",NA,"04","67000260","","67000","台南市","左鎮區",NA,"台南市第04選區"
"67","000",NA,NA,"05","","","67000","台南市",NA,NA,"台南市第05選區"
"67","000","180",NA,"05","67000180","","67000","台南市","新化區",NA,"台南市第05選區"
"67","000","190",NA,"05","67000190","","67000","台南市","善化區",NA,"台南市第05選區"
"67","000","200",NA,"05","67000200","","67000","台南市","新市區",NA,"台南市第05選區"
"67","000","210",NA,"05","67000210","","67000","台南市","安定區",NA,"台南市第05選區"
"67","000","220",NA,"05","67000220","","67000","台南市","山上區",NA,"台南市第05選區"
"67","000",NA,NA,"06","","","67000","台南市",NA,NA,"台南市第06選區"
"67","000","350",NA,"06","67000350","","67000","台南市","安南區",NA,"台南市第06選區"
"67","000",NA,NA,"07","","","67000","台南市",NA,NA,"台南市第07選區"
"67","000","310",NA,"07","67000310","","67000","台南市","永康區",NA,"台南市第07選區"
"67","000",NA,NA,"08","","","67000","台南市",NA,NA,"台南市第08選區"
"67","000","340",NA,"08","67000340","","67000","台南市","北區",NA,"台南市第08選區"
"67","000","370",NA,"08","67000370","","67000","台南市","中西區",NA,"台南市第08選區"
"67","000",NA,NA,"09","","","67000","台南市",NA,NA,"台南市第09選區"
"67","000","330",NA,"09","67000330","","67000","台南市","南區",NA,"台南市第09選區"
"67","000","360",NA,"09","67000360","","67000","台南市","安平區",NA,"台南市第09選區"
"67","000",NA,NA,"10","","","67000","台南市",NA,NA,"台南市第10選區"
"67","000","320",NA,"10","67000320","","67000","台南市","東區",NA,"台南市第10選區"
"67","000",NA,NA,"11","","","67000","台南市",NA,NA,"台南市第11選區"
"67","000","270",NA,"11","67000270","","67000","台南市","仁德區",NA,"台南市第11選區"
"67","000","280",NA,"11","67000280","","67000","台南市","歸仁區",NA,"台南市第11選區"
"67","000","290",NA,"11","67000290","","67000","台南市","關廟區",NA,"台南市第11選區"
"67","000","300",NA,"11","67000300","","67000","台南市","龍崎區",NA,"台南市第11選區"
"68","000",NA,NA,"01","","","68000","桃園市",NA,NA,"桃園市第01選區"
"68","000","010",NA,"01","68000010","","68000","桃園市","桃園區",NA,"桃園市第01選區"
"68","000",NA,NA,"02","","","68000","桃園市",NA,NA,"桃園市第02選區"
"68","000","070",NA,"02","68000070","","68000","桃園市","龜山區",NA,"桃園市第02選區"
"68","000",NA,NA,"03","","","68000","桃園市",NA,NA,"桃園市第03選區"
"68","000","080",NA,"03","68000080","","68000","桃園市","八德區",NA,"桃園市第03選區"
"68","000",NA,NA,"04","","","68000","桃園市",NA,NA,"桃園市第04選區"
"68","000","050",NA,"04","68000050","","68000","桃園市","蘆竹區",NA,"桃園市第04選區"
"68","000",NA,NA,"05","","","68000","桃園市",NA,NA,"桃園市第05選區"
"68","000","060",NA,"05","68000060","","68000","桃園市","大園區",NA,"桃園市第05選區"
"68","000",NA,NA,"06","","","68000","桃園市",NA,NA,"桃園市第06選區"
"68","000","030",NA,"06","68000030","","68000","桃園市","大溪區",NA,"桃園市第06選區"
"68","000","130",NA,"06","68000130","","68000","桃園市","復興區",NA,"桃園市第06選區"
"68","000",NA,NA,"07","","","68000","桃園市",NA,NA,"桃園市第07選區"
"68","000","020",NA,"07","68000020","","68000","桃園市","中壢區",NA,"桃園市第07選區"
"68","000",NA,NA,"08","","","68000","桃園市",NA,NA,"桃園市第08選區"
"68","000","100",NA,"08","68000100","","68000","桃園市","平鎮區",NA,"桃園市第08選區"
"68","000",NA,NA,"09","","","68000","桃園市",NA,NA,"桃園市第09選區"
"68","000","040",NA,"09","68000040","","68000","桃園市","楊梅區",NA,"桃園市第09選區"
"68","000",NA,NA,"10","","","68000","桃園市",NA,NA,"桃園市第10選區"
"68","000","090",NA,"10","68000090","","68000","桃園市","龍潭區",NA,"桃園市第10選區"
"68","000",NA,NA,"11","","","68000","桃園市",NA,NA,"桃園市第11選區"
"68","000","110",NA,"11","68000110","","68000","桃園市","新屋區",NA,"桃園市第11選區"
"68","000",NA,NA,"12","","","68000","桃園市",NA,NA,"桃園市第12選區"
"68","000","120",NA,"12","68000120","","68000","桃園市","觀音區",NA,"桃園市第12選區"
