judge_number,judge_date,transfer_agency,transfer_date,happened_date,who_report,misinformation_place,misinformation_issue,misinformation_content,penalty_or_not,administrative_fine,reason
臺灣臺北地方法院裁定109年度北秩字第341號,2020/7/28,臺北市政府警察局中正第一分局,2020/4/21,2020/2/4,,臉書,武漢肺炎疫情謠言,沒有什麼登機檢疫，沒有什麼一一量體溫，也沒有人留下我們的聯絡方式，什麼都沒有。我花不到20分鐘快速通關入境,不罰,,非故意散發傳布虛偽事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣臺南地方法院臺南簡易庭裁定109年度南秩字第74號,2020/7/29,臺南市政府警察局歸仁分局,2020/7/3,2020/6/19,員警,臉書,施政謠言,不只是新營，臺南市到處都是，說是新換的警察局長奉命增加市府收入，培養一些偷拍達人。臺南市已充滿了白色恐怖。,不罰,,非故意散發傳布虛偽事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣臺北地方法院裁定109年度北秩字第414號,2020/7/30,臺北市政府警察局信義分局,2020/5/22,2020/4/11,,臉書,武漢肺炎疫情謠言,菜婆子防疫，打算要花1兆500億紓困救經濟，每人預計發1千元酷碰券，這樣也才230億而已，剩下的1兆多，這群綠魔惡狼們，又要開始實施五鬼搬運法了嗎？,不罰,,是評論非造謠、屬憲法保障言論自由範疇
臺灣高雄地方法院鳳山簡易庭裁定109年度鳳秩字第93號,2020/7/31,高雄市政府警察局鳳山分局,2020/7/22,2020/6/6,,臉書,選務謠言,我在鳳山當監察員，發現全部選務人員幾乎都有投票，等於我一個人，十個小時裡，要對付全部要罷韓的選務人員，整整十個小時，我不太敢喝水，憋到只上一次廁所，…，我刻意靠近票匭，發現票箱裡面有太多平整的票，明明幾乎每個人都是對折丟進票匭，為何有那麼多平整票，我好難過，我力量真的太小，我幹嘛要去上那一次廁所，讓他們有可能搞鬼的機會，為什麼選務人員幾乎都是綠的，我真的好恨,罰,2000元,
臺灣新北地方法院三重簡易庭裁定109年度重秩字第162號,2020/7/31,新北市政府警察局三重分局,2020/7/3,2020/6/6,,LINE,選務謠言,『我在監票，一共有100人重複投票3次』、『每個投票所差不多灌水5-600票，1000個投票所，一共灌水5-60000票』,不罰,,是評論非造謠、屬憲法保障言論自由範疇，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣新北地方法院板橋簡易庭裁定109年度板秩字第176號,2020/7/31,新北市政府警察局土城分局,2020/3/27,2020/2/25,,臉書,武漢肺炎疫情謠言,我阿姨是焊井蓋的，昨天在衛福部門口馬路上工作的時候，聽到幾個當官的在聊天，說，如果超過四十個案例，總統就要下臺，所以一直壓著真實數，其實疫情已經傳播開了，高雄、臺南等地每天都得運好幾卡車的屍體去臺中統一焚化，所以妳看最近臺灣中部的空氣質量又下降了,罰,2000元,
臺灣新北地方法院板橋簡易庭裁定109年度板秩字第167號,2020/7/31,新北市政府警察局永和分局,2020/3/18,2020/2/29,,臉書,批評執政者,餵蝠部要給每家健保藥局每天500元，本人鄭重宣布，只要任何人親自到【餵蝠部大門吐一口痰含病毒的我再加$100】偶加碼$200每人發您$700車馬費!現領不扣稅。...【舒】困爽領48億!狗官們惡整個業者從上游到下游我們永遠都是【被發國難財】長期被【喂福部的狗官門宰割,不罰,,是評論非造謠、屬憲法保障言論自由範疇，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣花蓮地方法院花蓮簡易庭裁定109年度花秩字第28號,2020/8/5,花蓮縣警察局吉安分局,2020/7/31,2020/6/9,,臉書,選務謠言,政府變魔術通知罷免；各位看官的頭腦好，請問：939090張票÷1823投票所。再÷8 小時＝64人，一小時內投完票，連續8 小時投票沒間斷！請問大家有看到如此沒有停過的人，一位接一位的在投票嗎？～～～高雄昨天不時的大雨傾盆，又要保持安全距離，所以應該大排長龍才有可能？！但是有些投票所十時過後就冷清了. . .神奇的魔術！,不罰,,難認定是故意散播不實事實，是評論非造謠、屬憲法保障言論自由範疇，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣橋頭地方法院橋頭簡易庭裁定109年度橋秩字第63號,2020/8/10,高雄市政府警察局楠梓分局,2020/7/29,2020/6/9,,臉書,選務謠言,939090張票÷1823投票所。再÷8小時＝64人一小時內投完票連續8小時投票沒間斷！請問大家有看到如此沒停過的人一位接一位的在投票嗎？~~~高雄昨天不時的大雨傾盆，又要保持安全距離，所以應該大排長龍才有可能？！神奇的魔術！,不罰,,是評論非造謠、屬憲法保障言論自由範疇，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣高雄地方法院高雄簡易庭裁定109年度雄秩字第212號,2020/8/11,高雄市政府警察局小港分局,2020/7/27,2020/6/9,,臉書,選務謠言,939090張票÷1823投票所。再÷8小時＝64人一小時內投完票連續8小時投票沒間斷！請問大家有看到如此沒停過的人一位接一位的在投票嗎？~~~高雄昨天不時的大雨傾盆，又要保持安全距離，所以應該大排長龍才有可能？！神奇的魔術！,不罰,,非故意散發傳布虛偽事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣臺北地方法院裁定109年度店秩字第93號,2020/8/11,新北市政府警察局新店分局,2020/7/28,2020/7/3,,臉書,其他,大家好，我的車在斯馨一路的停車場被偷了車號000-0000，請大家有看到的話幫幫忙。,不罰,,非故意散發傳布虛偽事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣新北地方法院板橋簡易庭裁定109年度板秩字第347號,2020/8/12,新北市政府警察局三峽分局,2020/8/4,2020/6/6,,臉書,批評執政者,自從李進勇進中選會的那天起中選會就已經是民進黨的了，總統大選作票大成功加上這次罷免投票更是駕輕就熟了，即使票做過多了也沒在怕人起疑，選舉只是一齣表演投票過程的鬧劇，誰還會相信民進黨良心發現不作票了,不罰,,無足以影響公共安寧
臺灣彰化地方法院刑事簡易庭裁定109年度秩字第82號,2020/8/14,彰化縣警察局溪湖分局,2020/7/2,2020/6/29,,臉書,社會案件,溪湖高中附近都是毒品針頭不知道所有的監督單位和警政單位都沒有眼睛嗎溪湖鎮公所所有的車輛也都在附近保養都沒有人發覺嗎,不罰,,難認定是故意散播不實事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣宜蘭地方法院簡易庭裁定109年度秩字第25號,2020/8/18,宜蘭縣政府警察局礁溪分局,2020/5/11,2020/2/7,,LINE,武漢肺炎疫情謠言,現在為什麼要團購衛生紙的目的是因為原物料都拿去生產口罩了,不罰,,警方未證明有散佈謠言的行為
臺灣士林地方法院普通庭裁定109年度秩抗字第6號,2020/8/20,抗告，109 年度士秩字第59號,,,,LINE,武漢肺炎疫情謠言,收到重要情報，請大家儲備1 個月份左右的糧食和生活必需品，並且立刻到銀行提領所有的存款,裁定撤銷，不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣橋頭地方法院橋頭簡易庭裁定109年度橋秩字第62號,2020/8/24,高雄市政府警察局楠梓分局,2020/7/29,2020/6/28,,交友軟體Goodnight,政治人物謠言,其邁後援會找網軍，一天2000包兩餐，一個禮拜結算一次，看業績，要熟悉社群媒體!有多個帳號為佳!想應徵的請聯繫我,不罰,,警方未證明是謠言
臺灣桃園地方法院裁定109年度桃秩字第295號,2020/8/24,桃園市政府警察局大溪分局,2020/8/9,2020/7/18,,LINE,施政謠言,府很精，3000元-1000元=2000元，再扣手續費實際上政府發行出來的金額不到2000可是表面都說發3000,不罰,,是評論非造謠、屬憲法保障言論自由範疇，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣桃園地方法院裁定109年度桃秩字第277號,2020/8/24,桃園市政府警察局大園分局,2020/8/4,2020/6/7,,臉書,選務謠言,"罷韓成功。幾乎一百萬票。很簡單939090除1823投票所,每個開票所平均是515張。515張再除8小時等於64張票。意思是平均每個開票所每一小時內要投完64張票，而且，還是同意罷免韓國瑜的票。然後，連續8小時投票，所有投票所沒間斷!請問，大家有看到如此沒停過的人一位接一位的在投票嗎？一人一分鐘之內驗証，排隊，投票，沒間斷。這樣的邏輯與行為，您，相信嗎？騙肖",不罰,,非故意散發傳布虛偽事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣桃園地方法院裁定109年度桃秩字第186號,2020/8/24,桃園市政府警察局桃園分局,2020/5/28,2020/3/31,,臉書,武漢肺炎疫情謠言,我已經宣布停課了、其實武漢肺炎已經肆虐台灣，死亡人數不只這樣、真的相信我，內政部壓掉許多消息、我收到的是內政部私下的消息,罰,10000元,
臺灣臺中地方法院裁定109年度中秩字第143號,2020/8/24,臺中市政府警察局太平分局,2020/8/3,2020/6/6,中央選舉委員會,臉書,武漢肺炎疫情謠言,各位看官頭腦好，請問：0000000張票÷1823投票所。再÷8小時＝64人，一小時內投完票，連續8小時投票沒間斷！請問大家有看到如此沒停過的人一位接一位的在投票嗎？………,不罰,,難認定是故意散播不實事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣新北地方法院板橋簡易庭裁定109年度板秩字第388號,2020/8/26,新北市政府警察局土城分局,2020/8/19,2020/6/3,,YouTube,選務謠言,中選會網站就是罷韓廣告，授權罷免團體使用,罰,3000元,
臺灣士林地方法院裁定109年度士秩字第91號,2020/8/26,新北市政府警察局蘆洲分局,2020/6/17,2020/4/2,,PTT,選務謠言,蔡英文做票、必須下台,不罰,,是評論非造謠、屬憲法保障言論自由範疇，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣臺南地方法院臺南簡易庭裁定109年度南秩字第83號,2020/8/26,臺南市政府警察局第四分局,2020/8/17,2020/7/19,,口述,施政謠言,可是民間已經有收到『偽三倍券』，拿去換的時候不被...就是被拒收。拿到台灣銀行的時候，台灣銀行說這是偽券。偽的。假的。,不罰,,難認定是故意散播不實事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣新北地方法院三重簡易庭裁定109年度重秩字第182號,2020/8/27,新北市政府警察局林口分局,2020/8/6,2020/6/7,,臉書,選務謠言,939090票÷1823投票所。再÷8小時=64人一小時內投完票。連續8小時投票沒間斷！請問大家有看到如此沒停過的人一位接一位的在投票嗎？一小時64人，換句話說，不到一分鐘必須完成一人投票！再次證明電腦灌票。...邪惡的冥黨，邪惡的李進勇，就是要用跨過89的數字來羞辱韓。,不罰,,是評論非造謠、屬憲法保障言論自由範疇，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣臺北地方法院裁定109年度北秩字第657號,2020/8/27,臺北市政府警察局大安分局,2020/8/11,2020/6/17,中央選舉委員會,臉書,選務謠言,各位看官的頭腦好，請問：939090張票+1823投票所，再+8小時=64人，一小時內投完票，連續8小時投票沒間斷！請問大家有看到如此沒停過的人，一位接一位的在投票嗎？~~~高雄昨天不時的大雨傾盆，又要保持安全距離，所以應該大排長龍才有可能？！但是有些投票所十時過後就冷清了…神奇的魔術！每小時64人投票，就是平均每1分鐘要有一個人進去投！939090翻過來有玄機,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣新北地方法院三重簡易庭裁定109年度重秩字第183號,2020/8/28,新北市政府警察局林口分局,2020/8/5,2020/7/26,,臉書,社會案件,我砍死家人有誰幫我報警,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣士林地方法院裁定109年度士秩字第69號,2020/8/31,新北市政府警察局淡水分局,2020/4/21,2020/4/1,,臉書,武漢肺炎疫情謠言,上禮拜認識一個逃來台灣的對岸COSER，才14歲。因為她太可愛了，我們情投意合就開了房間。結果昨天陽性確診了，怎麼辦啊？,不罰,,難認定是故意散播不實事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣士林地方法院裁定109年度士秩字第60號,2020/8/31,臺北市政府警察局北投分局,2020/4/21,2020/2/23,,臉書,武漢肺炎疫情謠言,（我正在陪小孩看恐龍展，沒時間寫長文，就簡單寫一下我的看法。）血友友病童是中國國籍，不是台灣籍。他是徹頭徹尾的中國人。台灣政府唯一對病童有責任義務的連結，是這位病童「依親」。這個「親」，是病童的親生母親，她原本也是中國人，後來因為嫁給台灣人才取得台灣國籍。但她取得珍貴的台灣國籍及健保資源後就跟台灣丈夫離婚了。她離婚後，嫁給一個中國人，才生了這個血友病童。也就是說，這個病童，雖然很可憐，但他的親生父母，其實都是「中國人」，只是他的媽媽在前一段姻取得了台灣國籍」等內容,不罰,,難認定是故意散播不實事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣高雄地方法院高雄簡易庭裁定109年度雄秩字第213號,2020/9/3,高雄市政府警察局苓雅分局,2020/7/30,2020/6/7,,臉書,選務謠言,剛有人提出疑問，各位看官的頭腦好，請問：939090張票÷1823投票所。再÷8小時=64人，一小時內投完票，連續8小時投票沒間斷！請問大家有看過如此沒停過的人，一位換一位的在投票嗎？～～～昨天高雄不時的大雨傾盆又要保持安全距離，所以應該大排長龍才有可能？！但是有些投票所十時過後就冷清了…神奇的魔術！,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣桃園地方法院裁定109年度桃秩字第325號,2020/9/7,桃園市政府警察局蘆竹分局,2020/8/27,2020/7/26,,臉書,施政謠言,在全聯1600公克麵條88元，7月20日被改標籤為99元…」、「三倍券已經造成嚴重物價上漲！,不罰,,是評論非造謠、屬憲法保障言論自由範疇，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣雲林地方法院刑事裁定109年度六秩字第16號,2020/9/9,雲林縣警察局斗南分局,2020/8/5,2020/6/7,,臉書,選務謠言,39090票÷1823投票所。再÷8小時=64人一小時內投完票。連續8小時投票沒間斷！請問大家有看到如此沒停過的人一位接一位的在投票嗎？一小時64人，換句話說，不到一分鐘必須完成一人投票！再次證明電腦灌票！...邪惡的冥黨，邪惡的李進勇，就是要用跨過89的數字來羞辱韓,不罰,,難認定是故意散播不實事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣臺南地方法院臺南普通庭裁定109年度南秩抗字第8號,2020/9/17,抗告，109年度南秩字第83號,,,,臉書,施政謠言,可是民間已經有收到『偽三倍券』，拿去換的時候不被...就是被拒收。拿到台灣銀行的時候，台灣銀行說這是偽券。偽的。假的。,抗告駁回,,無足以影響公共安寧
臺灣宜蘭地方法院刑事裁定109年度秩抗字第4號,2020/9/22,抗告，109年度秩字第26號,,,,週刊,其他,內政部移民署北區事務大隊宜蘭收容所（下稱收容所）內有受收容人發燒37.9度，被嫌不夠燙，等了4 天才有駐診醫生看診，以及私密衣物只能用借的、午睡時段不准上廁所、有人發生口角會被禁止打電話、禁看電視等,裁定撤銷，不罰,,難認定是故意散播不實事實
臺灣高雄地方法院高雄簡易庭裁定109年度雄秩字第240號,2020/9/23,高雄市政府警察局鼓山分局,2020/9/14,2020/7/29,,臉書,施政謠言,經濟毒瘤三倍卷，一個大家想不到的後果～經過5天的觀察，從7月20日起萬物皆漲,罰,3000元,
臺灣橋頭地方法院橋頭簡易庭裁定109年度橋秩字第70號,2020/10/5,高雄市政府警察局楠梓分局,2020/9/3,2020/7/26,,臉書,施政謠言,經濟毒瘤三倍倦…從7月20日起萬物皆漲…在全聯1600公克麵條88元，7月20日被改標籤為99元，漲幅11%…當廠商收到三倍捲之後無法馬上存入銀行變現金,不罰,,是評論非造謠、屬憲法保障言論自由範疇，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣高雄地方法院普通庭裁定109年度鳳秩抗字第6號,2020/10/6,抗告，109年度鳳秩字第93號,,,,臉書,選務謠言,我在鳳山當監察員，發現全部選務人員幾乎都有投票，等於我一個人，十個小時裡，要對付全部要罷韓的選務人員，整整十個小時，我不太敢喝水，憋到只上一次廁所，…，我刻意靠近票匭，發現票箱裡面有太多平整的票，明明幾乎每個人都是對折丟進票匭，為何有那麼多平整票，我好難過，我力量真的太小，我幹嘛要去上那一次廁所，讓他們有可能搞鬼的機會，為什麼選務人員幾乎都是綠的，我真的好恨,裁定撤銷，不罰,,是評論非造謠、屬憲法保障言論自由範疇，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣桃園地方法院裁定109年度桃秩字第345號,2020/10/7,桃園市政府警察局桃園分局,2020/9/17,2020/7/27,,臉書,政治人物謠言,我在想業者應該有被警察施壓所以不敢公佈畫面，這個時候你就找議員就對了，中壢有很多議員都可以幫你處理,不罰,,難認定是故意散播不實事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣新北地方法院板橋簡易庭裁定109年度板秩字第288號,2020/10/12,新北市政府警察局三峽分局,2020/6/16,2020/4/2,,臉書,政治人物謠言,總統蔡英文遭逮捕,罰,2000元,
臺灣臺北地方法院裁定109年度店秩字第95號,2020/10/19,臺北市政府警察局文山第一分局,2020/8/6,2020/6/8,,臉書,選務謠言,雖然壓倒性的罷韓成功，但是中選會利用電腦作票，任何選舉都是假的！,不罰,,難認定是故意散播不實事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣桃園地方法院裁定109年度壢秩字第305號,2020/10/20,桃園市政府警察局龍潭分局,2020/10/13,2020/9/9,,臉書,政治人物謠言,"這是最近執政者部長級會議，中午吃的便當（可供4-6人吃，1份定價8880，特價6,980，若4人吃，即1人得花費1,745）。有請蔡政府出來否認吧!疾疫當前、百業待協助，卻花人民的血汗錢毫不手軟，比之前副總統連戰開會吃便當1個500元，尤有過之。",不罰,,難認定是故意散播不實事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣嘉義地方法院裁定109年度朴秩字第4號,2020/10/27,嘉義縣警察局朴子分局,2020/7/31,2020/5/30,員警,臉書,社會案件,嘉義朴子楊姓專門勾引人妻男子為了慶祝通姦無罪昨日約人妻公園廁所幽會現場被抓當場被一頓粗飽,不罰,,超過2個月
臺灣高雄地方法院鳳山簡易庭裁定109年度鳳秩字第96號,2020/10/28,高雄市政府警察局鳳山分局,2020/8/3,2020/6/9,,臉書,選務謠言,39090票÷1823投票所。再÷8小時=64人一小時內投完票。連續8小時投票沒間斷！請問大家有看到如此沒停過的人一位接一位的在投票嗎？一小時64人，換句話說，不到一分鐘必須完成一人投票！再次證明電腦灌票！...邪惡的冥黨，邪惡的李進勇，就是要用跨過89的數字來羞辱韓,不罰,,難認定是故意散播不實事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣士林地方法院裁定109年度士秩字第122號,2020/10/30,臺北市政府警察局士林分局,2020/8/24,2020/7/22,,臉書,武漢肺炎疫情謠言,「一個大家想不到的後果，經過五天的觀察，從7月20日起萬物皆漲！例如：在全聯1600公克麵條88元，7月20日被改標籤為99元，漲幅11％，幾乎各大賣場有收三倍倦的物價都調漲!三倍倦已經造成物價上漲的領頭羊!」、「當廠商收到三倍倦之後無法馬上存銀行變現金，因此，廠商增加現金不足壓力，本來商品賣出拿到現金可以增加週轉率，現在廠商拿到三倍倦必須囤積等候換現金！」,不罰,,難認定是故意散播不實事實，是評論非造謠、屬憲法保障言論自由範疇
臺灣士林地方法院裁定109年度士秩字第100號,2020/10/30,臺北市政府警察局大同分局,2020/7/14,2020/6/4,,臉書,政治人物謠言,阿中部長請疫情發燒的人6.6一定要出門投票（罷韓),不罰,,難認定是故意散播不實事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣新北地方法院板橋簡易庭裁定109年度板秩字第361號,2020/10/30,新北市政府警察局中和分局,2020/8/7,2020/6/8,,臉書,選務謠言,39090票÷1823投票所。再÷8小時=64人一小時內投完票。連續8小時投票沒間斷！請問大家有看到如此沒停過的人一位接一位的在投票嗎？一小時64人，換句話說，不到一分鐘必須完成一人投票！再次證明電腦灌票！...邪惡的冥黨，邪惡的李進勇，就是要用跨過89的數字來羞辱韓,不罰,,是評論非造謠、屬憲法保障言論自由範疇，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣臺中地方法院裁定109年度中秩字第156號,2020/11/2,臺中市政府警察局霧峰分局,2020/8/14,2020/7/24,員警,臉書,施政謠言,經濟毒瘤三倍倦…從7月20日起萬物皆漲…在全聯1600公克麵條88元，7月20日被改標籤為99元，漲幅11%…當廠商收到三倍倦之後無法馬上存入銀行變現金…三倍倦已經造成嚴重物價上漲,不罰,,是評論非造謠、屬憲法保障言論自由範疇，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣新北地方法院三重簡易庭裁定109年度重秩字第246號,2020/11/9,新北市政府警察局蘆洲分局,2020/10/29,2020/9/6,,臉書,批評執政者,"這是小英政府開部長級會議中午吃的便當~ 山珍海味。 剛才上網查詢一下，這是台北市○○路○段00號的山海樓手 工台菜餐廳的山海珍寶盒三層便當，一份有17樣菜色，可供 4-6 人吃，一份訂價8880，特價6980，即一人吃得花費1,74 5 ，此超豪華餐廳為米其林一星，蔡政府花錢不手軟，以前 連戰時代開會吃便當一個便當500 還是800 ，被罵得臭頭， 那蔡政府呢？不知道該說什麼，一個勁兒酬庸大官吃的肥滋 滋，敗選的官也越做越大撈前也飽飽！真是台灣的悲哀！",不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣高雄地方法院鳳山簡易庭裁定109年度鳳秩字第128號,2020/11/11,高雄市政府警察局鳳山分局,2020/10/5,2020/8/30,,臉書,批評執政者,"齣齣，民脂民膏呀！民進黨真是吃香喝辣蛤? 詐蔡政府部長級會議的中午吃便！哇！山珍海味便當，剛才上網查詢一下，這是台北市○○路○段00號的山海樓手工台菜餐廳的山海珍寶盒三層便當，一份有17樣菜色，可供4-6 人吃，一份訂價8880，特價6980，即一人吃得花費1,745 ，此超豪華餐廳為米其林一星，蔡政府花錢不手軟，以前連戰時代開會吃便當一個便當500 還是800 ，被罵得臭頭，不知民間疾苦，那蔡政府呢？？",不罰,,難認定是故意散播不實事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣桃園地方法院刑事裁定109年度秩抗字第8號,2020/11/17,抗告，109年度壢秩字第121號,,2020/3/24,,臉書,武漢肺炎疫情謠言,不分國籍現在入境需要3 天內( 72小時) 的醫師診斷證 明. . . 這裡提供台灣地區可以申請到的診所,裁定撤銷，不罰,,難認定是故意散播不實事實
臺灣士林地方法院裁定109年度湖秩字第99號,2020/11/18,臺北市政府警察局內湖分局,2020/10/29,2020/9/11,,口述,兩岸相關,東沙危機60小時以上，遭中共海上民兵船之包圍,不罰,,是評論非造謠、屬憲法保障言論自由範疇
臺灣彰化地方法院刑事裁定102年度秩字第18號,2013/9/30,彰化縣警察局溪湖分局,2013年6月21日,2013年5月16日,,臉書,東南亞事件,菲律賓人推著年邁的阿嬤不敢進去買麵包，猜的沒錯的話，應該又是受到這次槍擊事件影響,不罰,,難認定是故意散播不實事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣彰化地方法院刑事簡易庭裁定106年度秩字第17號,2017/5/15,彰化縣警察局員林分局,2017年5月2日,2017年3月10日,,PTT,社會案件,請問一下三天了棄屍的地點還沒被發現警方也沒動靜剛去買飯也沒發現有人在跟我的行李也收得差不多了東西也打點好了我該逃了嗎？還是再看一下？謝謝大家,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣彰化地方法院刑事簡易庭裁定106年度秩字第27號,2017/7/25,高雄市政府警察局三民第二分局,2017年6月23日,2017年5月21日,,臉書,災害相關,高雄市民族國小旁豆漿店火災造成附近大停電,不罰,,非故意散發傳布虛偽事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣彰化地方法院刑事簡易庭裁定106年度秩字第29號,2017/9/6,彰化縣警察局鹿港分局,2017年8月4日,2017年6月4日,,臉書,災害相關,今天半夜將發生比921地震還嚴重的災難要來了,罰,2000元,足以影響社會之安寧
臺灣嘉義地方法院裁定106年度嘉秩字第2號,2017/3/9,嘉義市政府警察局第一分局,2017年2月9日,2017年1月26日,民眾,傳單,其他,本大廈水塔、水池已2年未清洗，反應多次，置之不理，看看信箱的濾芯，佈滿青苔，每天所使用的水是多麼髒,不罰,,難認定是故意散播不實事實
臺灣橋頭地方法院橋頭簡易庭裁定106年度橋秩字第10號,2017/3/16,高雄市政府警察局左營分局,2017年2月14日,2017年2月11日,,PTT,災害相關,剛剛凹仔底捷運車廂整個失火，捷運在我面前開過去完全沒有停，後面車廂整個燒黑,罰,2000元,散佈謠言，足以影響公共之安寧
福建金門地方法院裁定103年度城秩字第1號,2014/6/10,金門縣警察局,2014年6月3日,2014年5月17日,,臉書,生活謠言,元帥起駕指示～即日起18日內，行經機場路段要小心駕駛，勿行地下道（兩男領旨等待）派符令給眾家人隨車保平安,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
